-3.82563193,-3.88321427,-4.2858189,-4.80868254,-5.61635014,-6.63277287,-7.67781135,-8.868015590000001,-8.99502755,-9.15705743,-8.57734681,-6.99300066,-6.32652404,-9.09635209,-15.3031726,-20.6559386,-26.1225153,-32.3361649,-36.2239173,-38.962738,-40.2096594,-41.5739851,-43.6162838,-41.7502208,-54.7586647,-120.116363,-129.271545,-12.2047075,213.299978,468.884794,586.550824,477.107293,-7.64566571,-190.23228,-181.346632,-144.061127,-96.3294305,-58.3758403,-46.127335,-41.3326303,-35.4820734,-30.8438067,-25.9768871,-21.836509,-17.3032823,-13.8189445,-10.2297408,-7.56889554,-4.35851398,-1.65162617,0.303707544,2.16845822,3.85599001,4.87610496,5.64513678,6.04546453,6.2623478,6.25405262,6.27201104,6.39485588
45.6886682,38.0078933,8.61644706,-15.0707633,-22.9588517,-23.0814094,-19.4792923,-14.453538,-12.5398039,-13.0663215,-13.4208389,-13.9149293,-13.965272,-14.1491109,-13.3050281,-12.6792063,-11.0916802,-9.15139596,-6.65725358,-3.03324054,1.68655963,7.30122052,15.1757338,22.8294185,32.1287713,41.1442477,49.638355,55.3877803,59.9425858,61.7633183,62.3949604,58.3268222,49.5871756,35.9493878,21.2730936,6.69670724,-5.09630287,-14.4838961,-19.7979338,-23.4083151,-24.0869079,-23.7332583,-21.932577,-19.9378888,-17.6606346,-15.7772117,-13.6502015,-11.7592131,-10.0133034,-8.642049610000001,-7.49837512,-6.38844435,-5.28812442,-4.59336183,-3.89960774,-3.34536942,-2.99596843,-2.71448588,-2.53915529,-2.5323702
-3.61994911,-3.74291323,-4.10317157,-4.67217192,-5.5552519,-6.6449799,-7.72384172,-9.168303809999999,-10.8727194,-12.2181687,-14.205246,-16.2899348,-17.7293343,-19.6683915,-19.9462403,-19.4944045,-18.195258,-16.387833,-12.2437476,-11.1136487,-15.1272865,-24.124238,-30.6839017,-37.3734578,-42.4940674,-47.1654174,-47.4375325,-47.2546173,-46.5426087,-46.9185005,-41.6954448,-55.1787555,-120.220533,-123.95461,-7.83396134,198.298599,419.394036,505.560381,406.471917,1.5420536,-138.385954,-127.809281,-96.845304,-62.792528,-34.8392397,-26.3008628,-21.92487,-18.1458612,-14.0017903,-11.0422489,-8.5799974,-6.48212673,-4.68618186,-3.25212102,-1.93737268,-1.00553542,-0.237826401,0.422530757,1.05706243,1.70524173
-1.10314322,-1.15635302,-1.25495324,-1.45428948,-1.69255727,-2.03868064,-2.40065452,-2.87484308,-3.33714086,-3.92779248,-4.47315232,-5.14099375,-5.75178858,-6.49109552,-7.11427267,-7.90029448,-8.484646789999999,-9.293460870000001,-9.85342852,-10.621669,-11.1157676,-11.8091956,-12.2123264,-12.8279544,-13.1006158,-13.5248121,-13.6888294,-14.0714226,-14.0833838,-14.2945401,-14.1216491,-14.2245043,-13.9074571,-13.833662,-13.4641237,-13.2433858,-12.6568356,-12.3116203,-11.6864742,-11.2489173,-10.5009602,-9.94561764,-9.20789216,-8.62938724,-7.80965343,-7.1694505,-6.4150128,-5.81243016,-5.06913175,-4.49867357,-3.87068191,-3.36042865,-2.8304227,-2.4252178,-2.01063564,-1.70905805,-1.43976,-1.28164767,-1.15363089,-1.12717364
-4.60471795,-4.67804086,-5.07228703,-5.7024848,-6.75223705,-16.5259996,-25.539342,-17.2459527,26.1826689,103.398638,173.950045,212.473069,77.5687923,-66.75749089999999,-109.195103,-104.623607,-88.7032031,-64.6207402,-50.8580444,-50.3305581,-49.7413797,-48.8858532,-48.0829551,-46.4302354,-44.4900312,-41.8707426,-38.2399628,-34.9423171,-30.915312,-25.3731905,-19.0952349,-12.8168032,-4.98959741,2.9350413,10.7849619,18.2107982,24.9254157,28.7897301,31.6312769,33.6473979,33.2002284,30.1478835,24.9581005,16.897316,9.150282130000001,2.16289257,-3.680116,-7.05816287,-9.26557856,-10.5881081,-10.3737835,-10.0511782,-9.07049265,-8.02800135,-6.80993796,-5.95540849,-5.04733725,-4.39363338,-3.92526729,-3.85805128
5.57595092,6.92555798,8.97566885,11.8232216,15.6303625,20.2096504,25.3527524,30.2456418,33.7518527,34.164545,30.6231594,23.1344336,13.287766,2.05063732,-8.47785041,-18.0840618,-25.9657675,-33.2085779,-38.6072819,-42.8160889,-45.9317651,-49.2128074,-51.1282246,-53.0751057,-53.7661807,-55.1942727,-55.4689687,-55.5209437,-54.7348137,-54.9028325,-53.7951707,-53.2547802,-51.8231688,-50.8744453,-49.5904979,-48.2262343,-46.7595576,-45.6599464,-43.7493988,-41.7664984,-39.7059393,-37.7930886,-35.1972427,-32.8342508,-30.0166289,-27.4632126,-24.8001566,-22.2495344,-19.6249419,-17.3033853,-14.8242305,-12.7410032,-10.7194253,-9.13579037,-7.55360623,-6.35235012,-5.33894031,-4.61122561,-4.13283352,-3.91509202
-0.395607843,-0.146099225,0.224390906,0.668668597,1.42052565,2.3761575,3.96748796,6.14963217,9.32812335,13.5194226,19.3509639,26.9269472,36.8349871,48.3997125,62.0241253,76.58886270000001,91.716087,105.565271,116.769874,120.483773,114.054162,95.6266612,69.67298030000001,40.2846526,12.401514,-12.1255739,-31.1449744,-46.130257,-55.5667706,-61.9948496,-65.4984462,-67.41851990000001,-67.4187706,-67.2915256,-65.5212322,-63.7962849,-60.8249516,-58.430502,-54.908337,-51.7712491,-48.192928,-44.986659,-41.2235858,-37.970097,-34.2890276,-31.2656856,-27.9904745,-24.9574723,-22.0522535,-19.398219,-16.8676656,-14.6183677,-12.3792737,-10.5739413,-8.88988305,-7.51677015,-6.42302561,-5.63813168,-5.12902223,-4.98980392
5.69113043,6.63290199,7.66151838,8.771369010000001,9.60544443,9.42324517,7.94222527,4.50556504,-0.278316899,-6.95465035,-14.2642821,-21.7909266,-28.7378177,-36.0531517,-42.7409747,-48.5927966,-53.2324554,-58.6737036,-62.5052791,-66.1438184,-68.87554369999999,-71.9584679,-73.5666737,-75.829459,-76.53154960000001,-78.3033393,-79.9573654,-80.0294397,-80.7763159,-81.1818208,-79.74797359999999,-80.4218822,-79.42205439999999,-78.7194789,-78.1054579,-77.00525519999999,-73.877937,-72.1293275,-69.45762089999999,-65.6304918,-61.7870785,-57.9779286,-53.5142111,-49.8038358,-45.3609602,-41.3317392,-36.8519601,-32.6080043,-28.6557437,-25.2058385,-21.6380214,-18.585384,-15.7036068,-13.1731955,-11.0525095,-9.20842079,-7.72602515,-6.83224764,-6.27733707,-5.98956522
23.4521081,20.6126508,11.0305649,0.88929957,-5.41189121,-5.45925798,-2.09241216,2.06043968,5.58366662,8.305176680000001,11.3798417,14.166483,17.6197278,21.2413149,25.3852827,30.7496231,36.2354183,42.4978448,49.5700386,57.7504925,67.6056767,78.0363801,90.2559954,103.897166,119.218649,135.92829,151.967813,164.495544,176.264319,183.572132,185.560024,179.241376,165.006053,143.068868,115.324552,87.386416,64.159412,45.4421137,31.4256899,22.1849005,15.7967528,12.1940414,10.2498724,8.482980120000001,7.44188044,6.77684483,6.96408346,6.2576997,6.00274705,5.14055509,4.79540157,4.28674887,3.53452213,3.23876236,2.73157068,2.39793849,1.90532293,1.58361288,1.52128981,1.35048649
-16.3109434,-14.8005,-13.2385217,-12.595909,-13.3721517,-14.8185449,-16.508237,-18.8092302,-21.6239199,-24.1590064,-26.0446232,-27.1673337,-28.4196057,-30.8641051,-30.6632171,-30.6131529,-29.3042051,-26.5792361,-23.0878431,-21.5775847,-17.1295209,-14.7553622,-14.1481707,-12.5008606,-11.9683748,-14.5805338,-18.3267903,-26.4696062,-34.7199908,-44.7066831,-54.624741,-60.9428688,-66.3410748,-68.06310449999999,-68.6626857,-65.64313869999999,-60.5979639,-59.500286,-56.7358447,-53.0157194,-47.9657262,-44.9411827,-42.6982567,-39.4654155,-36.4586188,-33.0847471,-30.0575369,-27.5667871,-25.0958841,-22.6701303,-19.3334451,-16.6898728,-14.4413725,-12.774231,-10.5459458,-8.918576249999999,-7.62496779,-6.67213306,-5.99750673,-5.79169811
2.04877637,1.30269998,0.644012713,-0.163631017,-1.02584101,-2.0361455,-3.08903786,-4.32688924,-5.27738684,-6.49282813,-7.4573571,-8.34966856,-9.31839005,-10.3473926,-10.7848138,-11.437539,-12.2379107,-13.2860779,-13.7256924,-14.8404273,-16.0156333,-17.3765673,-18.8728291,-20.1517358,-21.1877627,-23.1384402,-24.2450982,-25.3025805,-26.2063762,-27.4609878,-27.8447037,-28.0646275,-28.3203765,-28.4293032,-27.8953531,-27.5068858,-26.0220158,-25.5312635,-24.1533417,-22.9491803,-21.6985154,-20.3866254,-18.4164405,-17.0970625,-15.5222911,-13.8768073,-11.8959037,-10.0503222,-8.291764110000001,-6.95828216,-5.67301192,-4.93226345,-4.15897884,-3.54437825,-3.00980924,-2.62324026,-2.26969948,-2.03921467,-1.83841901,-1.7014346
-4.10038781,-4.29619806,-4.59509247,-5.34838057,-6.03359407,-7.16793732,-8.10483822,-8.674975939999999,-9.02563971,-8.685529280000001,-7.48670235,-7.816049,-10.4485025,-16.0579427,-21.4076089,-27.0906219,-32.1388931,-36.973934,-39.4511816,-41.4742404,-42.976315,-45.7433929,-43.5677948,-54.5316344,-118.894002,-130.720409,-20.0845441,201.421442,459.148316,583.638633,470.72061,-16.399236,-197.20285,-186.362143,-147.67737,-99.76251619999999,-62.3880337,-51.4137658,-45.4238124,-40.1965038,-34.2925715,-30.0111256,-24.8644806,-20.8803739,-16.379202,-12.7190893,-9.406500230000001,-6.08095398,-2.93614538,-0.355756712,2.07423601,3.77562415,5.41717359,6.44650366,7.01191358,7.14403035,7.07290788,6.75804864,6.56477369,6.32531856
-2.68366695,-3.06496715,-3.52865229,-4.22437215,-4.98732744,-5.96686006,-6.99353438,-8.296770390000001,-9.60203271,-11.1140778,-12.5954528,-14.3627155,-16.03224,-17.9218049,-19.7336146,-21.9769533,-23.94863,-26.138795,-28.074402,-30.2866336,-32.1371446,-34.2619609,-35.880925,-37.6923119,-39.0630676,-40.6282809,-41.1368531,-41.977108,-42.1612137,-42.7534371,-42.1062563,-41.9036896,-41.166244,-40.6351345,-38.9137383,-38.1001389,-36.4755818,-35.129348,-32.7815614,-31.3182043,-29.17832,-27.2009736,-24.8415464,-23.0528628,-20.534334,-18.6533644,-16.4003046,-14.5061754,-12.5834361,-10.7050814,-8.74657919,-7.4062569,-6.11567204,-5.0793527,-4.13786567,-3.49624243,-2.97349451,-2.61778955,-2.36028037,-2.28703112
1.11364384,21.0482331,43.8957881,60.6434643,51.6427757,2.34108335,-32.6090773,-41.7251488,-40.185543,-33.3337416,-25.1730513,-23.3890664,-24.2279436,-25.1293134,-25.4862032,-25.9767177,-26.4545983,-25.8334201,-24.6134679,-23.1993661,-20.9616266,-17.9780831,-13.885425,-8.728116440000001,-1.98577988,5.24487498,12.806952,20.0451238,27.1360305,32.8087331,36.6418488,39.6322774,40.8152897,38.7180133,34.1319526,24.8639878,14.6856745,2.07326118,-7.75520724,-14.7798906,-20.116947,-23.4196947,-23.1798254,-22.0413818,-20.4300553,-18.8095708,-15.5779565,-14.0043918,-11.8246429,-10.0857274,-8.61752765,-7.36651596,-6.15143355,-5.07626567,-4.35739896,-3.81407263,-3.27628916,-3.00084777,-2.78438772,-2.79210959
