-1.2,-2.726,-4.0677,-3.6147,-5.4499,-6.4658,-7.3424,-7.4741,-11.143,-11.851,-13.636,-14.084,-22.396,-53.208,-51.84,52.463,197.75,134.38,-49.42,-116.36,-66.639,-22.25,-21.523,-22.353,-21.236,-19.912,-22.274,-18.692,-16.9,-10.993,-4.9967,-2.9824,-0.98379,0.96841,6.6373,21.236,24.141,24.966,35.435,43.12,54.105,53.596,53.881,49.887,45.836,44.794,35.017,22.396,10.473,6.025,-0.2756,-2.6079,-4.2421,-3.5858,-3.5921,-3.9966,-2.995,-2.8022,-2.0651,-2
-0.4,-0.24782,-0.090394,0.10328,0.84776,3.3048,4.6103,5.8581,10.195,15.158,23.149,27.808,33.798,37.746,41.774,49.15,46.281,35.704,20.185,14.082,-0.78399,-9.0647,-18.079,-18.777,-23.083,-31.29,-28.084,-30.498,-24.854,-24.984,-30.98,-32.807,-30.498,-26.147,-25.601,-21.236,-22.353,-21.523,-18.953,-19.6,-15.564,-2.0881,-5.8425,-4.2074,-1.6567,2.5165,5.0024,2.036,0.36114,1.5855,-0.82679,-4.9788,-6.2621,-4.6103,-5.3163,-3.7543,-3.4081,-3.5254,-3.0564,-2.64
-2.48,-2.726,-2.8022,-2.7885,-3.2699,-3.3048,-4.2688,-5.0501,-5.4529,-6.8899,-6.6592,-1.0834,-3.6648,-3.1834,-1.5099,2.7612,6.6116,3.2459,0.69605,3.7058,-2.352,-17.305,-26.688,-24.141,-34.163,-29.394,-31.958,-38.368,-36.783,-32.978,-32.978,-26.842,-32.465,-86.189,-109.04,4.6166,242.31,255.69,10.713,-101.14,-92.645,-16.009,-1.9475,-6.6116,-8.2837,-8.5561,-5.0024,-3.6648,-1.8057,-0.95132,-0.2756,0.71125,1.01,1.5368,2.1553,3.0277,3.2016,3.1638,4.2129,4.72
-2.64,-2.2304,-2.983,-9.1917,-13.927,0.71843,46.274,59.995,3.0821,-35.552,-39.638,-8.3062,-1.2216,-5.0024,-7.5495,-9.3882,-6.6116,-5.8425,-3.4802,-2.2235,-0.78399,2.4722,4.3046,8.0471,13.85,23.705,30.021,34.433,50.701,58.962,80.947,82.514,79.687,91.999,86.285,78.483,74.212,54.237,33.787,16.464,-0.74116,-4.8723,-7.1409,-11.42,-14.911,-12.582,-12.279,-14.252,-9.7508,-8.5619,-8.5435,-6.8755,-4.6461,-4.9518,-4.7416,-3.7543,-2.5819,-2.4406,-2.5608,-2
6.48,6.8563,7.3219,9.8113,11.021,12.213,14.172,12.726,9.7205,5.7876,-0.31711,-2.528,-4.4792,-8.6406,-13.589,-13.806,-16.228,-22.721,-18.793,-20.011,-24.304,-23.898,-19.801,-25.93,-30.47,-29.394,-24.21,-26.562,-30.818,-24.984,-34.977,-22.865,-12.789,-6.7789,-14.223,-4.6166,-0.89412,0.86091,-7.4166,-0.78399,-3.7058,-21.578,-27.914,-24.643,-23.747,-20.635,-17.736,-16.695,-14.807,-14.904,-11.851,-10.195,-9.8982,-17.588,-16.236,5.2076,27.782,19.435,-2.8912,-10.96
-2.8,-1.8999,-1.1751,-0.72294,-1.8166,-0.71843,-0.17075,0.202,-2.1338,-0.2756,-1.5855,-11.195,-17.51,-18.645,-21.642,-22.642,-23.441,-26.616,-28.538,-34.835,-33.712,-35.435,-42.185,-92.095,-104.34,40.772,260.5,211.52,-34.795,-136.91,-128.92,-56.666,-32.465,-26.147,-31.29,-28.623,-24.141,-21.523,-18.953,-18.032,-9.6351,-6.2644,-5.8425,-3.0053,1.6567,4.5297,5.912,10.994,14.084,16.172,15.709,15.411,14.342,13.489,11.064,8.5987,6.2999,4.4293,2.726,1.04
-10.32,-4.7085,-2.983,-2.7885,-3.9966,-4.4542,-4.6103,-5.0501,-5.4529,-6.3387,-4.1224,-3.2503,-3.6648,-2.2738,1.5099,4.9702,7.8137,17.528,27.146,37.799,44.688,53.564,61.125,70.636,71.096,67.321,59.073,48.206,32.807,12.992,-2.998,-16.9,-26.562,-33.895,-33.186,-34.163,-34.871,-33.576,-28.842,-27.44,-25.941,-24.362,-22.721,-22.239,-21.538,-12.582,-12.279,-12.623,-10.473,-7.9277,-5.2364,-3.0821,-2.6261,-2.2198,0.14369,0.60554,-0.10328,-0.27118,0.082606,-0.24
-0.24,-1.4043,-2.4406,-3.6147,-4.2388,-5.3163,-6.6594,-7.8782,-8.298,-9.6459,-11.099,-12.64,-14.252,-16.826,-19.629,-13.806,-16.228,-20.124,-20.185,-18.529,-14.896,-10.713,-11.192,-11.624,0.92332,4.7409,-0.96841,-2.9514,0.99414,-2.998,-32.978,-36.783,-32.465,-31.958,-35.083,-36.01,-29.506,-31.854,-30.49,-19.6,-22.976,-27.146,-64.268,-57.1,33.687,152.5,103.23,-10.994,-48.032,-35.199,-10.197,-4.5046,-2.222,-1.8783,-1.5805,-0.60554,-0.10328,-0.27118,0.41303,0.4
-2.64,-3.0564,-2.983,-3.4081,-4.481,-5.6037,-5.6348,-7.4741,-8.7721,-6.8899,-9.8303,-14.084,-40.313,-43.203,30.701,167.33,136.44,-17.528,-92.575,-82.269,-29.008,-15.657,-9.47,-9.8354,-10.157,-4.7409,-0.96841,-2.9514,4.9707,4.9967,8.9941,20.877,20.66,28.084,31.29,34.163,38.447,49.072,53.564,58.8,64.481,71.693,65.566,57.1,54.672,45.8,35.017,23.21,12.64,7.2935,3.5828,-0.71125,-0.202,-1.1953,-1.8679,-2.0588,-0.92949,-1.5367,-1.0739,-0.88
0.72,1.7347,1.8983,2.995,3.9966,5.3163,7.3424,11.514,15.411,20.67,27.588,37.198,41.127,43.203,49.827,50.254,46.281,37.003,24.362,17.047,10.192,-2.4722,-0.86091,-6.2589,-12.003,-16.119,-8.7157,-16.724,-12.924,-10.993,-10.993,-12.924,-8.8541,-10.653,-4.7409,-6.4633,-0.89412,-4.3046,-12.361,-5.488,6.6705,4.8723,7.1409,11.42,12.702,9.5627,7.731,10.18,7.584,0.31711,-5.2364,-4.0304,-3.4341,-3.2443,-3.3048,-2.7855,-1.5492,-2.0791,-1.5695,-0.88
